"Disease","DatePictureTaken","TrayID","Position","Score","Ryzopus","HarvestDate","BerryLoc","HarvestPeriod","Entry","Block"
"C",20240519,"C120",14,4,1,"20240515",5,"Harvest1","12C089P002","1"
"C",20240519,"C120",16,3,NA,"20240515",6,"Harvest1","12C024P614","1"
"C",20240519,"C120",17,2,NA,"20240515",6,"Harvest1","12C024P614","1"
"C",20240519,"C120",19,2,NA,"20240515",7,"Harvest1","11C020P001","1"
"C",20240519,"C120",20,4,NA,"20240515",7,"Harvest1","11C020P001","1"
"C",20240519,"C120",21,3,NA,"20240515",7,"Harvest1","11C020P001","1"
"C",20240519,"C120",22,3,1,"20240515",8,"Harvest1","PI264680","1"
"C",20240519,"C120",28,4,NA,"20240515",10,"Harvest1","PI551423","1"
"C",20240519,"C120",29,3,NA,"20240515",10,"Harvest1","PI551423","1"
"C",20240519,"C058",7,4,1,"20240515",3,"Harvest1","PI551593","1"
"C",20240519,"C058",9,4,NA,"20240515",3,"Harvest1","PI551593","1"
"C",20240519,"C058",14,4,NA,"20240515",5,"Harvest1","PI551630","1"
"C",20240519,"C058",15,5,NA,"20240515",5,"Harvest1","PI551630","1"
"C",20240519,"C058",16,5,NA,"20240515",6,"Harvest1","19C202P009","1"
"C",20240519,"C058",17,3,NA,"20240515",6,"Harvest1","19C202P009","1"
"C",20240519,"C058",18,4,NA,"20240515",6,"Harvest1","19C202P009","1"
"C",20240519,"C058",22,3,NA,"20240515",8,"Harvest1","19C119P010","1"
"C",20240519,"C058",24,3,NA,"20240515",8,"Harvest1","19C119P010","1"
"C",20240519,"C058",26,4,NA,"20240515",9,"Harvest1","19B014P015","1"
"C",20240519,"C058",27,5,1,"20240515",9,"Harvest1","19B014P015","1"
"C",20240519,"C058",28,3,NA,"20240515",10,"Harvest1","07C092P003","1"
"C",20240519,"C058",29,3,NA,"20240515",10,"Harvest1","07C092P003","1"
"C",20240519,"C058",30,5,NA,"20240515",10,"Harvest1","07C092P003","1"
"C",20240519,"C055",4,3,NA,"20240515",2,"Harvest1","10C127P001","1"
"C",20240519,"C055",7,3,NA,"20240515",3,"Harvest1","08C128P002","1"
"C",20240519,"C055",8,3,NA,"20240515",3,"Harvest1","08C128P002","1"
"C",20240519,"C055",13,3,NA,"20240515",5,"Harvest1","19B052P033","1"
"C",20240519,"C055",14,4,NA,"20240515",5,"Harvest1","19B052P033","1"
"C",20240519,"C055",15,3,NA,"20240515",5,"Harvest1","19B052P033","1"
"C",20240519,"C055",16,5,NA,"20240515",6,"Harvest1","20C481P052","1"
"C",20240519,"C055",17,4,NA,"20240515",6,"Harvest1","20C481P052","1"
"C",20240519,"C055",18,5,NA,"20240515",6,"Harvest1","20C481P052","1"
"C",20240519,"C055",22,3,NA,"20240515",8,"Harvest1","11C151P001","1"
"C",20240519,"C055",29,5,NA,"20240515",10,"Harvest1","11C180P001","1"
"C",20240519,"C055",30,3,NA,"20240515",10,"Harvest1","11C180P001","1"
"C",20240519,"C091",4,3,1,"20240515",2,"Harvest1","18.5-61","1"
"C",20240519,"C091",5,3,NA,"20240515",2,"Harvest1","18.5-61","1"
"C",20240519,"C091",7,3,NA,"20240515",3,"Harvest1","18.57-36","1"
"C",20240519,"C091",8,4,1,"20240515",3,"Harvest1","18.57-36","1"
"C",20240519,"C091",13,2,NA,"20240515",5,"Harvest1","18.13-109","1"
"C",20240519,"C091",14,4,NA,"20240515",5,"Harvest1","18.13-109","1"
"C",20240519,"C091",15,3,NA,"20240515",5,"Harvest1","18.13-109","1"
"C",20240519,"C091",19,4,NA,"20240515",7,"Harvest1","20B345P023","1"
"C",20240519,"C091",23,4,NA,"20240515",8,"Harvest1","17C142P063","1"
"C",20240519,"C091",24,4,1,"20240515",8,"Harvest1","17C142P063","1"
"C",20240519,"C091",25,5,1,"20240515",9,"Harvest1","17C144P005","1"
"C",20240519,"C091",26,5,1,"20240515",9,"Harvest1","17C144P005","1"
"C",20240519,"C091",27,5,1,"20240515",9,"Harvest1","17C144P005","1"
"C",20240519,"C091",28,4,NA,"20240515",10,"Harvest1","88C070P613","1"
"C",20240519,"C094",4,5,NA,"20240515",2,"Harvest1","PI551580","1"
"C",20240519,"C094",5,5,NA,"20240515",2,"Harvest1","PI551580","1"
"C",20240519,"C094",6,5,NA,"20240515",2,"Harvest1","PI551580","1"
"C",20240519,"C094",10,4,NA,"20240515",4,"Harvest1","12C104P004","1"
"C",20240519,"C094",13,4,NA,"20240515",5,"Harvest1","12C082P602","1"
"C",20240519,"C094",16,3,NA,"20240515",6,"Harvest1","12C115P005","1"
"C",20240519,"C094",22,3,NA,"20240515",8,"Harvest1","20B251P029","1"
"C",20240519,"C094",23,3,1,"20240515",8,"Harvest1","20B251P029","1"
"C",20240519,"C094",25,4,NA,"20240515",9,"Harvest1","20B250P010","1"
"C",20240519,"C094",26,4,NA,"20240515",9,"Harvest1","20B250P010","1"
"C",20240519,"C094",27,5,NA,"20240515",9,"Harvest1","20B250P010","1"
"C",20240519,"C094",28,5,1,"20240515",10,"Harvest1","20B250P145","1"
"C",20240519,"C102",1,3,NA,"20240515",1,"Harvest1","17C286P666","1"
"C",20240519,"C102",4,4,NA,"20240515",2,"Harvest1","72C271P105","1"
"C",20240519,"C102",5,3,NA,"20240515",2,"Harvest1","72C271P105","1"
"C",20240519,"C102",6,4,1,"20240515",2,"Harvest1","72C271P105","1"
"C",20240519,"C102",7,4,NA,"20240515",3,"Harvest1","71C098P605","1"
"C",20240519,"C102",10,2,NA,"20240515",4,"Harvest1","97C209P001","1"
"C",20240519,"C102",11,4,1,"20240515",4,"Harvest1","97C209P001","1"
"C",20240519,"C102",16,2,1,"20240515",6,"Harvest1","21.99-20","1"
"C",20240519,"C102",19,4,NA,"20240515",7,"Harvest1","20.49-122","1"
"C",20240519,"C102",20,4,NA,"20240515",7,"Harvest1","20.49-122","1"
"C",20240519,"C102",21,5,1,"20240515",7,"Harvest1","20.49-122","1"
"C",20240519,"C102",25,3,NA,"20240515",9,"Harvest1","21.66-10","1"
"C",20240519,"C102",26,3,NA,"20240515",9,"Harvest1","21.66-10","1"
"C",20240519,"C102",27,4,NA,"20240515",9,"Harvest1","21.66-10","1"
"C",20240519,"C102",28,5,1,"20240515",10,"Harvest1","12.110-15","1"
"C",20240519,"C102",29,4,NA,"20240515",10,"Harvest1","12.110-15","1"
"C",20240519,"C102",30,4,1,"20240515",10,"Harvest1","12.110-15","1"
"C",20240519,"C059",4,3,1,"20240515",2,"Harvest1","77C084P103","1"
"C",20240519,"C059",5,3,NA,"20240515",2,"Harvest1","77C084P103","1"
"C",20240519,"C059",7,1,1,"20240515",3,"Harvest1","77C036P604","1"
"C",20240519,"C059",8,2,1,"20240515",3,"Harvest1","77C036P604","1"
"C",20240519,"C059",9,2,NA,"20240515",3,"Harvest1","77C036P604","1"
"C",20240519,"C059",10,1,NA,"20240515",4,"Harvest1","14.61-80","1"
"C",20240519,"C059",11,2,NA,"20240515",4,"Harvest1","14.61-80","1"
"C",20240519,"C059",12,1,NA,"20240515",4,"Harvest1","14.61-80","1"
"C",20240519,"C059",13,1,1,"20240515",5,"Harvest1","12.107-28","1"
"C",20240519,"C059",14,1,NA,"20240515",5,"Harvest1","12.107-28","1"
"C",20240519,"C059",15,1,NA,"20240515",5,"Harvest1","12.107-28","1"
"C",20240519,"C059",16,1,NA,"20240515",6,"Harvest1","75C034P105","1"
"C",20240519,"C059",17,1,NA,"20240515",6,"Harvest1","75C034P105","1"
"C",20240519,"C059",19,1,NA,"20240515",7,"Harvest1","12.115-10","1"
"C",20240519,"C059",20,2,NA,"20240515",7,"Harvest1","12.115-10","1"
"C",20240519,"C059",21,1,NA,"20240515",7,"Harvest1","12.115-10","1"
"C",20240519,"C059",22,1,1,"20240515",8,"Harvest1","PI616597","1"
"C",20240519,"C059",28,2,NA,"20240515",10,"Harvest1","15.103-37","1"
"C",20240519,"C059",29,1,NA,"20240515",10,"Harvest1","15.103-37","1"
"C",20240519,"C059",30,1,NA,"20240515",10,"Harvest1","15.103-37","1"
"C",20240519,"C030",1,5,1,"20240515",1,"Harvest1","19B032P031","1"
"C",20240519,"C030",3,4,1,"20240515",1,"Harvest1","19B032P031","1"
"C",20240519,"C030",8,4,1,"20240515",3,"Harvest1","81C043P603","1"
"C",20240519,"C030",9,4,1,"20240515",3,"Harvest1","81C043P603","1"
"C",20240519,"C030",10,4,NA,"20240515",4,"Harvest1","19B022P035","1"
"C",20240519,"C030",11,4,NA,"20240515",4,"Harvest1","19B022P035","1"
"C",20240519,"C030",12,3,NA,"20240515",4,"Harvest1","19B022P035","1"
"C",20240519,"C030",19,4,NA,"20240515",7,"Harvest1","PI551632","1"
"C",20240519,"C030",28,4,1,"20240515",10,"Harvest1","35C093P011","1"
"C",20240519,"C030",29,3,1,"20240515",10,"Harvest1","35C093P011","1"
"C",20240519,"C030",30,4,1,"20240515",10,"Harvest1","35C093P011","1"
"C",20240519,"C039",1,4,1,"20240515",1,"Harvest1","19C174P009","1"
"C",20240519,"C039",4,5,1,"20240515",2,"Harvest1","PI551766","1"
"C",20240519,"C039",5,5,1,"20240515",2,"Harvest1","PI551766","1"
"C",20240519,"C039",6,5,1,"20240515",2,"Harvest1","PI551766","1"
"C",20240519,"C039",9,5,NA,"20240515",3,"Harvest1","PI551652","1"
"C",20240519,"C039",10,5,NA,"20240515",4,"Harvest1","PI637960","1"
"C",20240519,"C039",11,5,NA,"20240515",4,"Harvest1","PI637960","1"
"C",20240519,"C039",12,4,1,"20240515",4,"Harvest1","PI637960","1"
"C",20240519,"C039",13,3,1,"20240515",5,"Harvest1","21.66-2","1"
"C",20240519,"C039",14,4,NA,"20240515",5,"Harvest1","21.66-2","1"
"C",20240519,"C039",15,4,NA,"20240515",5,"Harvest1","21.66-2","1"
"C",20240519,"C039",16,4,NA,"20240515",6,"Harvest1","96C042P601","1"
"C",20240519,"C039",17,3,NA,"20240515",6,"Harvest1","96C042P601","1"
"C",20240519,"C039",18,5,NA,"20240515",6,"Harvest1","96C042P601","1"
"C",20240519,"C036",1,4,NA,"20240515",1,"Harvest1","19C207P020","1"
"C",20240519,"C036",2,5,NA,"20240515",1,"Harvest1","19C207P020","1"
"C",20240519,"C036",4,4,1,"20240515",2,"Harvest1","12C100P002","1"
"C",20240519,"C036",10,3,NA,"20240515",4,"Harvest1","20B251P110","1"
"C",20240519,"C036",11,2,1,"20240515",4,"Harvest1","20B251P110","1"
"C",20240519,"C036",12,3,NA,"20240515",4,"Harvest1","20B251P110","1"
"C",20240519,"C036",13,4,NA,"20240515",5,"Harvest1","20B258P030","1"
"C",20240519,"C036",16,3,NA,"20240515",6,"Harvest1","12C104P005","1"
"C",20240519,"C036",17,4,NA,"20240515",6,"Harvest1","12C104P005","1"
"C",20240519,"C036",22,4,1,"20240515",8,"Harvest1","12C106P006","1"
"C",20240519,"C036",23,3,1,"20240515",8,"Harvest1","12C106P006","1"
"C",20240519,"C036",24,3,NA,"20240515",8,"Harvest1","12C106P006","1"
"C",20240519,"C036",29,4,1,"20240515",10,"Harvest1","12C152P002","1"
"C",20240519,"C036",30,4,NA,"20240515",10,"Harvest1","12C152P002","1"
"C",20240519,"C024",1,3,NA,"20240515",1,"Harvest1","19C198P021","1"
"C",20240519,"C024",2,4,NA,"20240515",1,"Harvest1","19C198P021","1"
"C",20240519,"C024",4,3,NA,"20240515",2,"Harvest1","19C190P016","1"
"C",20240519,"C024",7,4,NA,"20240515",3,"Harvest1","19C199P016","1"
"C",20240519,"C024",8,4,NA,"20240515",3,"Harvest1","19C199P016","1"
"C",20240519,"C024",10,4,1,"20240515",4,"Harvest1","12C189P001","1"
"C",20240519,"C024",11,4,1,"20240515",4,"Harvest1","12C189P001","1"
"C",20240519,"C024",12,5,NA,"20240515",4,"Harvest1","12C189P001","1"
"C",20240519,"C024",13,4,NA,"20240515",5,"Harvest1","12C147P002","1"
"C",20240519,"C024",17,4,1,"20240515",6,"Harvest1","PI551579","1"
"C",20240519,"C024",19,4,NA,"20240515",7,"Harvest1","PI551435","1"
"C",20240519,"C024",20,5,1,"20240515",7,"Harvest1","PI551435","1"
"C",20240519,"C024",22,3,1,"20240515",8,"Harvest1","20C926P022","1"
"C",20240519,"C024",23,3,NA,"20240515",8,"Harvest1","20C926P022","1"
"C",20240519,"C024",25,5,NA,"20240515",9,"Harvest1","PI551559","1"
"C",20240519,"C024",26,5,NA,"20240515",9,"Harvest1","PI551559","1"
"C",20240519,"C129",1,4,NA,"20240515",1,"Harvest1","20C515P026","1"
"C",20240519,"C129",2,3,NA,"20240515",1,"Harvest1","20C515P026","1"
"C",20240519,"C129",3,4,NA,"20240515",1,"Harvest1","20C515P026","1"
"C",20240519,"C129",7,3,NA,"20240515",3,"Harvest1","20C511P007","1"
"C",20240519,"C129",8,5,NA,"20240515",3,"Harvest1","20C511P007","1"
"C",20240519,"C129",13,5,NA,"20240515",5,"Harvest1","57C004P001","1"
"C",20240519,"C129",14,5,NA,"20240515",5,"Harvest1","57C004P001","1"
"C",20240519,"C129",15,5,1,"20240515",5,"Harvest1","57C004P001","1"
"C",20240519,"C129",19,1,NA,"20240515",7,"Harvest1","12C098P001","1"
"C",20240519,"C129",20,4,NA,"20240515",7,"Harvest1","12C098P001","1"
"C",20240519,"C129",25,3,NA,"20240515",9,"Harvest1","17C137P611","1"
"C",20240519,"C129",26,2,NA,"20240515",9,"Harvest1","17C137P611","1"
"C",20240519,"C129",28,4,NA,"20240515",10,"Harvest1","08C181P001","1"
"C",20240519,"C018",2,4,NA,"20240515",1,"Harvest1","12C070P602","1"
"C",20240519,"C018",3,5,NA,"20240515",1,"Harvest1","12C070P602","1"
"C",20240519,"C018",4,3,NA,"20240515",2,"Harvest1","17C310P031","1"
"C",20240519,"C018",5,3,NA,"20240515",2,"Harvest1","17C310P031","1"
"C",20240519,"C018",6,4,NA,"20240515",2,"Harvest1","17C310P031","1"
"C",20240519,"C018",7,4,NA,"20240515",3,"Harvest1","16C108P060","1"
"C",20240519,"C018",8,4,NA,"20240515",3,"Harvest1","16C108P060","1"
"C",20240519,"C018",13,5,NA,"20240515",5,"Harvest1","16C001P021","1"
"C",20240519,"C018",14,5,NA,"20240515",5,"Harvest1","16C001P021","1"
"C",20240519,"C018",15,5,NA,"20240515",5,"Harvest1","16C001P021","1"
"C",20240519,"C018",16,5,NA,"20240515",6,"Harvest1","20B316P013","1"
"C",20240519,"C018",17,4,NA,"20240515",6,"Harvest1","20B316P013","1"
"C",20240519,"C018",18,4,NA,"20240515",6,"Harvest1","20B316P013","1"
"C",20240519,"C018",20,5,NA,"20240515",7,"Harvest1","20B316P005","1"
"C",20240519,"C103",4,3,NA,"20240515",2,"Harvest1","18C340P029","1"
"C",20240519,"C103",5,4,NA,"20240515",2,"Harvest1","18C340P029","1"
"C",20240519,"C103",6,2,NA,"20240515",2,"Harvest1","18C340P029","1"
"C",20240519,"C103",7,2,NA,"20240515",3,"Harvest1","20C424P024","1"
"C",20240519,"C103",8,4,NA,"20240515",3,"Harvest1","20C424P024","1"
"C",20240519,"C103",9,3,NA,"20240515",3,"Harvest1","20C424P024","1"
"C",20240519,"C103",10,5,1,"20240515",4,"Harvest1","19C198P003","1"
"C",20240519,"C103",16,3,NA,"20240515",6,"Harvest1","19C164P045","1"
"C",20240519,"C103",17,2,NA,"20240515",6,"Harvest1","19C164P045","1"
"C",20240519,"C103",18,2,NA,"20240515",6,"Harvest1","19C164P045","1"
"C",20240519,"C103",19,3,NA,"20240515",7,"Harvest1","20B239P009","1"
"C",20240519,"C103",20,4,NA,"20240515",7,"Harvest1","20B239P009","1"
"C",20240519,"C103",21,3,NA,"20240515",7,"Harvest1","20B239P009","1"
"C",20240519,"C017",4,4,NA,"20240515",2,"Harvest1","17.17-127","1"
"C",20240519,"C017",5,5,1,"20240515",2,"Harvest1","17.17-127","1"
"C",20240519,"C017",13,4,NA,"20240515",5,"Harvest1","18B020P001","1"
"C",20240519,"C017",14,4,NA,"20240515",5,"Harvest1","18B020P001","1"
"C",20240519,"C017",15,4,NA,"20240515",5,"Harvest1","18B020P001","1"
"C",20240519,"C017",16,4,NA,"20240515",6,"Harvest1","19C198P004","1"
"C",20240519,"C017",18,3,NA,"20240515",6,"Harvest1","19C198P004","1"
"C",20240519,"C017",19,5,NA,"20240515",7,"Harvest1","19C213P014","1"
"C",20240519,"C017",22,5,NA,"20240515",8,"Harvest1","19C198P037","1"
"C",20240519,"C017",23,5,1,"20240515",8,"Harvest1","19C198P037","1"
"C",20240519,"C017",24,4,NA,"20240515",8,"Harvest1","19C198P037","1"
"C",20240519,"C017",28,3,NA,"20240515",10,"Harvest1","19C160P030","1"
"C",20240519,"C087",4,2,NA,"20240515",2,"Harvest1","17C242P023","1"
"C",20240519,"C087",5,4,NA,"20240515",2,"Harvest1","17C242P023","1"
"C",20240519,"C087",8,3,NA,"20240515",3,"Harvest1","16C565P002","1"
"C",20240519,"C087",9,3,NA,"20240515",3,"Harvest1","16C565P002","1"
"C",20240519,"C087",13,3,NA,"20240515",5,"Harvest1","12C012P001","1"
"C",20240519,"C087",19,2,NA,"20240515",7,"Harvest1","17C721P606","1"
"C",20240519,"C087",22,5,NA,"20240515",8,"Harvest1","17C304P063","1"
"C",20240519,"C087",25,3,NA,"20240515",9,"Harvest1","16C096P006","1"
"C",20240519,"C087",26,5,NA,"20240515",9,"Harvest1","16C096P006","1"
"C",20240519,"C087",27,4,NA,"20240515",9,"Harvest1","16C096P006","1"
"C",20240519,"C099",1,4,NA,"20240515",1,"Harvest1","PI551953","1"
"C",20240519,"C099",2,4,NA,"20240515",1,"Harvest1","PI551953","1"
"C",20240519,"C099",7,5,NA,"20240515",3,"Harvest1","83C049P001","1"
"C",20240519,"C099",8,4,NA,"20240515",3,"Harvest1","83C049P001","1"
"C",20240519,"C099",16,4,NA,"20240515",6,"Harvest1","20B316P020","1"
"C",20240519,"C099",17,4,1,"20240515",6,"Harvest1","20B316P020","1"
"C",20240519,"C099",23,4,NA,"20240515",8,"Harvest1","20C384P009","1"
"C",20240519,"C099",28,5,NA,"20240515",10,"Harvest1","20C991P018","1"
"C",20240519,"C099",29,4,NA,"20240515",10,"Harvest1","20C991P018","1"
"C",20240519,"C071",9,3,1,"20240515",3,"Harvest1","11.124-34","1"
"C",20240519,"C071",10,4,1,"20240515",4,"Harvest1","Northeaster","1"
"C",20240519,"C071",13,3,1,"20240515",5,"Harvest1","Medallion","1"
"C",20240519,"C071",14,4,1,"20240515",5,"Harvest1","Medallion","1"
"C",20240519,"C071",15,4,1,"20240515",5,"Harvest1","Medallion","1"
"C",20240519,"C071",22,4,NA,"20240515",8,"Harvest1","05C165P001","1"
"C",20240519,"C071",25,4,NA,"20240515",9,"Harvest1","18C347P042","1"
"C",20240519,"C071",26,4,NA,"20240515",9,"Harvest1","18C347P042","1"
"C",20240519,"C071",27,3,NA,"20240515",9,"Harvest1","18C347P042","1"
"C",20240519,"C071",28,4,NA,"20240515",10,"Harvest1","04C076P004","1"
"C",20240519,"C071",29,4,NA,"20240515",10,"Harvest1","04C076P004","1"
"C",20240519,"C071",30,4,NA,"20240515",10,"Harvest1","04C076P004","1"
"C",20240519,"C019",1,3,1,"20240515",1,"Harvest1","04C044P603","1"
"C",20240519,"C019",2,3,NA,"20240515",1,"Harvest1","04C044P603","1"
"C",20240519,"C019",4,3,NA,"20240515",2,"Harvest1","FL_10-129","1"
"C",20240519,"C019",8,4,1,"20240515",3,"Harvest1","08C131P003","1"
"C",20240519,"C019",16,3,NA,"20240515",6,"Harvest1","00C259P002","1"
"C",20240519,"C019",19,4,NA,"20240515",7,"Harvest1","03C132P003","1"
"C",20240519,"C019",20,4,NA,"20240515",7,"Harvest1","03C132P003","1"
"C",20240519,"C019",22,3,NA,"20240515",8,"Harvest1","04C039P001","1"
"C",20240519,"C019",23,4,NA,"20240515",8,"Harvest1","04C039P001","1"
"C",20240519,"C006",1,3,NA,"20240515",1,"Harvest1","19B051P036","1"
"C",20240519,"C006",2,3,NA,"20240515",1,"Harvest1","19B051P036","1"
"C",20240519,"C006",3,3,NA,"20240515",1,"Harvest1","19B051P036","1"
"C",20240519,"C006",10,4,NA,"20240515",4,"Harvest1","18B004P007","1"
"C",20240519,"C006",11,4,NA,"20240515",4,"Harvest1","18B004P007","1"
"C",20240519,"C006",12,3,NA,"20240515",4,"Harvest1","18B004P007","1"
"C",20240519,"C006",13,3,NA,"20240515",5,"Harvest1","20B315P023","1"
"C",20240519,"C006",14,4,NA,"20240515",5,"Harvest1","20B315P023","1"
"C",20240519,"C006",15,4,1,"20240515",5,"Harvest1","20B315P023","1"
"C",20240519,"C006",16,3,1,"20240515",6,"Harvest1","20B338P040","1"
"C",20240519,"C006",17,4,NA,"20240515",6,"Harvest1","20B338P040","1"
"C",20240519,"C006",18,5,NA,"20240515",6,"Harvest1","20B338P040","1"
"C",20240519,"C006",25,4,NA,"20240515",9,"Harvest1","20B251P105","1"
"C",20240519,"C012",1,2,NA,"20240515",1,"Harvest1","20B263P120","1"
"C",20240519,"C012",2,3,NA,"20240515",1,"Harvest1","20B263P120","1"
"C",20240519,"C012",3,3,NA,"20240515",1,"Harvest1","20B263P120","1"
"C",20240519,"C012",4,5,1,"20240515",2,"Harvest1","20B341P013","1"
"C",20240519,"C012",5,3,NA,"20240515",2,"Harvest1","20B341P013","1"
"C",20240519,"C012",6,5,NA,"20240515",2,"Harvest1","20B341P013","1"
"C",20240519,"C012",7,4,NA,"20240515",3,"Harvest1","18B104P002","1"
"C",20240519,"C012",8,3,1,"20240515",3,"Harvest1","18B104P002","1"
"C",20240519,"C012",9,5,NA,"20240515",3,"Harvest1","18B104P002","1"
"C",20240519,"C012",10,3,NA,"20240515",4,"Harvest1","20C495P007","1"
"C",20240519,"C012",13,4,NA,"20240515",5,"Harvest1","20B304P033","1"
"C",20240519,"C012",14,5,NA,"20240515",5,"Harvest1","20B304P033","1"
"C",20240519,"C012",15,5,NA,"20240515",5,"Harvest1","20B304P033","1"
"C",20240519,"C012",17,5,NA,"20240515",6,"Harvest1","20B334P091","1"
"C",20240519,"C012",18,4,NA,"20240515",6,"Harvest1","20B334P091","1"
"C",20240519,"C012",19,3,NA,"20240515",7,"Harvest1","20B284P094","1"
