RunDate,RunOrder,Sample,AnthoWell,Label_ID,Plot,Block,Entry,Name,Harvest_Date,Brix,Notes,Mass(g),InitialTitro,CorrectedTitro,Titro1,Titro2,Brix1,Brix2,Brix3,Antho
20240819,13,13,E02,"1126,1,07C092P003,20240515",1126,1,07C092P003,07C092P003,20240515,7.666666667,,5,0.62,0.62,0.62,0.62,7.9,7.5,7.6,
20240819,14,14,F02,"1105,1,12C082P602,20240515",1105,1,12C082P602,12C082P602,20240515,10.26666667,,5,0.625,0.625,0.62,0.63,10.3,10.3,10.2,
20240819,15,15,G02,"1031,1,19C198P021,20240515",1031,1,19C198P021,19C198P021,20240515,6.666666667,,5,0.58,0.58,0.58,0.58,6.8,6.6,6.6,
20240819,16,16,H02,"1063,1,20C457P002,20240515",1063,1,20C457P002,20C457P002,20240515,6.6,,5,0.775,0.775,0.78,0.77,6.7,6.5,6.6,
20240819,17,17,A03,"1119,1,11C151P001,20240515",1119,1,11C151P001,11C151P001,20240515,10.96666667,,5,0.66,0.66,0.65,0.67,11.5,10.7,10.7,
20240819,18,18,B03,"1181,1,19C202P009,20240515",1181,1,19C202P009,19C202P009,20240515,9.166666667,,5,0.56,0.56,0.57,0.55,9.5,9,9,
20240819,19,19,C03,"1177,1,UC_Monarch,20240515",1177,1,17C138P021,UC_Monarch,20240515,8.7,,5,0.625,0.625,0.63,0.62,8.9,8.7,8.5,
20240819,20,20,D03,"1205,1,19C164P045,20240515",1205,1,19C164P045,19C164P045,20240515,8.333333333,,5,0.755,0.755,0.74,0.77,8.4,8.3,8.3,
20240819,21,21,E03,"1421,1,,20240515",1421,1,18.57-36,,20240515,8.466666667,,5,0.735,0.735,0.75,0.72,8.6,8.3,8.5,
20240819,22,22,F03,"1114,1,12C152P002,20240515",1114,1,12C152P002,12C152P002,20240515,8.333333333,,5,0.61,0.61,0.63,0.59,8.6,8.1,8.3,
20240819,23,23,G03,"1109,1,12C104P005,20240515",1109,1,12C104P005,12C104P005,20240515,8.033333333,,5,0.77,0.77,0.78,0.76,8.4,7.8,7.9,
20240819,24,24,H03,"1125,1,08C128P002,20240515",1125,1,08C128P002,08C128P002,20240515,9.633333333,,5,0.685,0.685,0.69,0.68,9.9,9.5,9.5,
20240819,25,25,A04,"1096,1,17C144P005,20240515",1096,1,17C144P005,17C144P005,20240515,8.466666667,,5,0.665,0.665,0.67,0.66,8.6,8.3,8.5,
20240819,26,26,B04,"1110,1,12C106P006,20240515",1110,1,12C106P006,12C106P006,20240515,9.5,,5,0.52,0.52,0.53,0.51,9.6,9.4,9.5,
20240819,27,27,C04,"1039,1,20B251P029,20240515",1039,1,20B251P029,20B251P029,20240515,11.36666667,,5,0.705,0.705,0.72,0.69,11.5,11.2,11.4,
20240819,28,28,D04,"1112,1,12c115p005,20240515",1112,1,12C115P005,12c115p005,20240515,8.5,,5,0.47,0.47,0.47,0.47,8.7,8.3,8.5,
20240819,29,29,E04,"1095,1,17c142p063,20240515",1095,1,17C142P063,17c142p063,20240515,9.366666667,,5,0.745,0.745,0.76,0.73,9.5,9.3,9.3,
20240819,30,30,F04,"1275,1,11c020p001,20240515",1275,1,11C020P001,11c020p001,20240515,9.166666667,,5,0.825,0.825,0.83,0.82,9.3,9.1,9.1,
20240819,31,31,G04,"1123,1,10c127p001,20240515",1123,1,10C127P001,10c127p001,20240515,10.4,,5,0.645,0.645,0.65,0.64,10.4,10.4,10.4,
20240819,32,32,H04,"1180,1,19c119p010,20240515",1180,1,19C119P010,19c119p010,20240515,8.5,,5,0.725,0.725,0.73,0.72,8.6,8.4,8.5,
20240819,33,33,A05,"1036,1,19c207p020,20240515",1036,1,19C207P020,19c207p020,20240515,7.6,,5,0.475,0.475,0.47,0.48,7.7,7.5,7.6,
20240819,34,34,B05,"1424,1,,20240515",1424,1,21.66-2,,20240515,6.433333333,,5,0.535,0.535,0.54,0.53,6.6,6.3,6.4,
20240819,35,35,C05,"1040,1,20b251p110,20240515",1040,1,20B251P110,20b251p110,20240515,10.06666667,,5,0.775,0.775,0.77,0.78,10.2,10,10,
20240819,36,36,D05,"1038,1,20b250p145,20240515",1038,1,20B250P145,20b250p145,20240515,10.06666667,,5,0.495,0.495,0.49,0.5,10.2,10,10,
20240819,37,37,E05,"1042,1,20b258p100,20240515",1042,1,20B258P100,20b258p100,20240515,10.3,,5,0.735,0.735,0.73,0.74,10.6,10.2,10.1,
20240819,38,38,F05,"1420,1,,20240515",1420,1,18.56-4,,20240515,8.5,,5,0.85,0.85,0.85,0.85,8.4,8.5,8.6,
20240819,39,39,G05,"1020,1,19b051p036,20240515",1020,1,19B051P036,19b051p036,20240515,7.3,,5,0.635,0.635,0.64,0.63,7.5,7.1,7.3,
20240819,40,40,H05,"1050,1,20b345p023,20240515",1050,1,20B345P023,20b345p023,20240515,11.66666667,,5,0.45,0.45,0.44,0.46,11.8,11.6,11.6,
20240925,41,1,A11,"1061,1,20C424P024,20240515",1061,1,20C424P024,20C424P024,20240515,7.01,Juice Plated on 091924 plate,5,0.6,0.6,0.6,,7.01,,,
20240925,42,2,B11,"1408,1,,20240515",1408,1,12.115-10,,20240515,7.76,Juice Plated on 091924 plate,5,0.69,0.69,0.69,,7.76,,,
20240925,43,3,C11,"1277,1,11C055P004,20240515",1277,1,11C055P004,11C055P004,20240515,8.5,Juice Plated on 091924 plate,5,0.64,0.64,0.64,,8.5,,,
20240925,44,4,D11,"1081,1,19B063P023,20240515",1081,1,19B063P023,19B063P023,20240515,9.11,Juice Plated on 091924 plate,5,0.79,0.79,0.79,,9.11,,,
20240925,45,5,E11,"1168,1,Fairland,20240515",1168,1,PI551423,Fairland,20240515,9.61,Juice Plated on 091924 plate,5,0.7,0.7,0.7,,9.61,,,
20240925,46,6,F11,"1094,1,17C137P611,20240515",1094,1,17C137P611,17C137P611,20240515,6.27,Juice Plated on 091924 plate,5,0.59,0.59,0.59,,6.27,,,
20240925,47,7,G11,"1207,1,19C198P037,20240515",1207,1,19C198P037,19C198P037,20240515,8.12,Juice Plated on 091924 plate,5,0.62,0.62,0.62,,8.12,,,
20240925,48,8,H11,"1337,1,MD_683,20240515",1337,1,PI551766,MD_683,20240515,10.72,Juice Plated on 091924 plate,5,1.07,1.07,1.07,,10.72,,,
20240925,49,9,A12,"1212,1,20B239P006,20240515",1212,1,20B239P006,20B239P006,20240515,6.99,Juice Plated on 091924 plate,5,0.68,0.68,0.68,,6.99,,,
20240925,50,10,B12,"1133,1,97C209P001,20240515",1133,1,97C209P001,97C209P001,20240515,8.08,Juice Plated on 091924 plate,5,0.63,0.63,0.63,,8.08,,,
20240930,51,1,A01,"1179,1,19B014P015,20240515",1179,1,19B014P015,19B014P015,20240515,7.8,,5,0.69,0.69,0.69,,7.8,,,
20240930,52,2,B01,"1022,1,19B063P002,20240515",1022,1,19B063P002,19B063P002,20240515,10.7,,5,0.48,0.48,0.48,,10.7,,,
20240930,53,3,C01,"1273,1,12C089P002,20240515",1273,1,12C089P002,12C089P002,20240515,9.5,,5,0.65,0.65,0.65,,9.5,,,
20240930,54,4,D01,"1167,1,Empire,20240515",1167,1,PI551569,Empire,20240515,8.5,,5,1.05,1.05,1.05,,8.5,,,
20240930,55,5,E01,"1183,1,Fronteras,20240515",1183,1,08C132P608,Fronteras,20240515,8.1,,5,0.78,0.78,0.78,,8.1,,,
20240930,56,6,F01,"1406,1,,20240515",1406,1,12.107-28,,20240515,8.9,,5,0.55,0.55,0.55,,8.9,,,
20240930,57,7,G01,"1431,1,,20240515",1431,1,22.98-30,,20240515,10.4,,5,0.64,0.64,0.64,,10.4,,,
20240930,58,8,H01,"1311,1,Oso_Grande,20240515",1311,1,81C043P603,Oso_Grande,20240515,8.7,,5,0.77,0.77,0.77,,8.7,,,
20240930,59,9,A02,"1333,1,Salinas,20240515",1333,1,57C004P001,Salinas,20240515,8.6,,5,1.12,1.12,1.12,,8.6,,,
20240930,60,10,B02,"1432,1,,20240515",1432,1,22.99-3,,20240515,9,,5,0.66,0.66,0.66,,9,,,
20240930,61,11,C02,"1301,1,Vystavochnaya,20240515",1301,1,PI616597,Vystavochnaya,20240515,10,,5,0.84,0.84,0.84,,10,,,
20240930,62,12,D02,"1227,1,20C391P018,20240515",1227,1,20C391P018,20C391P018,20240515,8,,5,0.82,0.82,0.82,,8,,,
20240930,63,13,E02,"1209,1,20B229P004,20240515",1209,1,20B229P004,20B229P004,20240515,10.7,,5,0.68,0.68,0.68,,10.7,,,
20240930,64,14,F02,"1043,1,20B288P103,20240515",1043,1,20B288P103,20B288P103,20240515,8,,5,0.69,0.69,0.69,,8,,,
20240930,65,15,G02,"1084,1,18B104P002,20240515",1084,1,18B104P002,18B104P002,20240515,7,,5,0.7,0.7,0.7,,7,,,
20240930,66,16,H02,"1221,1,20B263P120,20240515",1221,1,20B263P120,20B263P120,20240515,9.2,,5,0.93,0.93,0.93,,9.2,,,
20240930,67,17,A03,"1132,1,97C086P001,20240515",1132,1,97C086P001,97C086P001,20240515,7.9,,5,0.82,0.82,0.82,,7.9,,,
20240930,68,18,B03,"1334,1,Headliner,20240515",1334,1,PI551652,Headliner,20240515,10.4,,5,0.91,0.91,0.91,,10.4,,,
20240930,69,19,C03,"1354,1,Blakemore,20240515",1354,1,PI551421,Blakemore,20240515,11,,5,1.19,1.19,1.19,,11,,,
20240930,70,20,D03,"1355,1,Madame_Moutot,20240515",1355,1,PI551632,Madame_Moutot,20240515,10.8,,5,0.98,0.98,0.98,,10.8,,,
20240930,71,21,E03,"1236,1,20B241P045,20240515",1236,1,20B241P045,20B241P045,20240515,12,,5,0.75,0.75,0.75,,12,,,
20240930,72,22,F03,"1298,1,Pelican,20240515",1298,1,PI637960,Pelican,20240515,8.7,,5,0.94,0.94,0.94,,8.7,,,
20240930,73,23,G03,"1025,1,19C133P035,20240515",1025,1,19C133P035,19C133P035,20240515,8.1,,5,0.83,0.83,0.83,,8.1,,,
20240930,74,24,H03,"1157,1,71C098P605,20240515",1157,1,71C098P605,71C098P605,20240515,11.4,,5,0.53,0.53,0.53,,11.4,,,
20240930,75,25,A04,"1370,1,PI612488,20240515",1370,1,PI612488,PI612488,20240515,7.8,very small amount,,,,,,7.8,,,
20240930,76,26,B04,"1225,1,20B341P013,20240515",1225,1,20B341P013,20B341P013,20240515,8.9,,5,0.88,0.88,0.88,,8.9,,,
20240930,77,27,C04,"1165,1,Senga_Sengana,20240515",1165,1,PI264680,Senga_Sengana,20240515,11.3,,5,0.8,0.8,0.8,,11.3,,,
20240930,78,28,D04,"1308,1,Glooscap,20240515",1308,1,PI551580,Glooscap,20240515,10.3,,5,0.67,0.67,0.67,,10.3,,,
20240930,79,29,E04,"1274,1,12C143P001,20240515",1274,1,12C143P001,12C143P001,20240515,7.6,,5,1.01,1.01,1.01,,7.6,,,
20240930,80,30,F04,"1116,1,12C183P001,20240515",1116,1,12C183P001,12C183P001,20240515,11,,5,0.59,0.59,0.59,,11,,,
20240930,81,31,G04,"1270,1,12C014P001,20240515",1270,1,12C014P001,12C014P001,20240515,12,,5,0.65,0.65,0.65,,12,,,
20240930,82,32,H04,"1037,1,20B250P010,20240515",1037,1,20B250P010,20B250P010,20240515,7.9,,5,0.8,0.8,0.8,,7.9,,,
20240930,83,33,A05,"1306,1,Carlsbad,20240515",1306,1,88C070P613,Carlsbad,20240515,7.4,,5,0.53,0.53,0.53,,7.4,,,
20240930,84,34,B05,"1191,1,18C889P804,20240515",1191,1,18C889P804,18C889P804,20240515,9.8,,5,1.13,1.13,1.13,,9.8,,,
20240930,85,35,C05,"1141,1,Beaver_Belle,20240515",1141,1,PI551839,Beaver_Belle,20240515,10.8,very small amount,,,,,,10.8,,,
20240930,86,36,D05,"1238,1,20B258P044,20240515",1238,1,20B258P044,20B258P044,20240515,9,,5,0.83,0.83,0.83,,9,,,
20240930,87,37,E05,"1315,1,77C084P103,20240515",1315,1,77C084P103,77C084P103,20240515,11.3,,5,0.91,0.91,0.91,,11.3,,,
20240930,88,38,F05,"1130,1,San_Andreas,20240515",1130,1,01C139P002,San_Andreas,20240515,7.7,,5,0.82,0.82,0.82,,7.7,,,
20240930,89,39,G05,"1028,1,19C180P024,20240515",1028,1,19C180P024,19C180P024,20240515,11.8,,5,0.69,0.69,0.69,,11.8,,,
20240930,90,40,H05,"1358,1,Marshall,20240515",1358,1,PI551842,Marshall,20240515,11.6,,5,0.84,0.84,0.84,,11.6,,,
20240930,91,41,A06,"1197,1,19B081P058,20240515",1197,1,19B081P058,19B081P058,20240515,9.1,,5,0.79,0.79,0.79,,9.1,,,
20240930,92,42,B06,"1155,1,Muir,20240515",1155,1,75C071P105,Muir,20240515,9.2,,5,0.64,0.64,0.64,,9.2,,,
20240930,93,43,C06,"1303,1,89C206P002,20240515",1303,1,89C206P002,89C206P002,20240515,9.6,,5,0.66,0.66,0.66,,9.6,,,
20240930,94,44,D06,"1249,1,18C347P034,20240515",1249,1,18C347P034,18C347P034,20240515,9.5,,5,0.9,0.9,0.9,,9.5,,,
20240930,95,45,E06,"1297,1,Ventana,20240515",1297,1,96C042P601,Ventana,20240515,10.1,,5,0.69,0.69,0.69,,10.1,,,
20240930,96,46,F06,"1222,1,20B284P094,20240515",1222,1,20B284P094,20B284P094,20240515,10.8,,5,0.98,0.98,0.98,,10.8,,,
20240930,97,47,G06,"1392,1,,20240515",1392,1,Northeaster,,20240515,8.7,,5,0.84,0.84,0.84,,8.7,,,
20240930,98,48,H06,"1027,1,19C163P047,20240515",1027,1,19C163P047,19C163P047,20240515,8.6,,5,0.77,0.77,0.77,,8.6,,,
20240930,99,49,A07,"1021,1,19B052P033,20240515",1021,1,19B052P033,19B052P033,20240515,7.9,,5,0.66,0.66,0.66,,7.9,,,
20240930,100,50,B07,"1137,1,92C339P002,20240515",1137,1,92C339P002,92C339P002,20240515,9.7,,5,0.78,0.78,0.78,,9.7,,,
20240930,101,51,C07,"1170,1,Fairfax,20240515",1170,1,PI551479,Fairfax,20240515,9.4,,5,0.71,0.71,0.71,,9.4,,,
20240930,102,52,D07,"1412,1,,20240515",1412,1,17.17-127,,20240515,7.4,,5,0.55,0.55,0.55,,7.4,,,
20240930,103,53,E07,"1171,1,Aberdeen,20240515",1171,1,PI551630,Aberdeen,20240515,8.3,,5,0.91,0.91,0.91,,8.3,,,
20240930,104,54,F07,"1246,1,19C174P009,20240515",1246,1,19C174P009,19C174P009,20240515,11.5,,5,0.83,0.83,0.83,,11.5,,,
20240930,105,55,G07,"1172,1,Howard_17,20240515",1172,1,PI551593,Howard_17,20240515,9.4,,5,0.68,0.68,0.68,,9.4,,,
20240930,106,56,H07,"1219,1,20B251P105,20240515",1219,1,20B251P105,20B251P105,20240515,8.4,,5,0.81,0.81,0.81,,8.4,,,
20240930,107,57,A08,"1071,1,20B338P040,20240515",1071,1,20B338P040,20B338P040,20240515,9.6,,5,0.69,0.69,0.69,,9.6,,,
20240930,108,58,B08,"1182,1,19C121P001,20240515",1182,1,19C121P001,19C121P001,20240515,10,,5,0.69,0.69,0.69,,10,,,
20240930,109,59,C08,"1169,1,Shasta,20240515",1169,1,35C035P008,Shasta,20240515,9.5,,5,0.58,0.58,0.58,,9.5,,,
20240930,110,60,D08,"1418,1,,20240515",1418,1,18.5-61,,20240515,7.9,,5,0.63,0.63,0.63,,7.9,,,
20240930,111,61,E08,"1307,1,Kaoling,20240515",1307,1,PI551537,Kaoling,20240515,11.6,,5,1.1,1.1,1.1,,11.6,,,
20240930,112,62,F08,"1117,1,12C189P001,20240515",1117,1,12C189P001,12C189P001,20240515,9.1,,5,0.75,0.75,0.75,,9.1,,,
20240930,113,63,G08,"1394,1,,20240515",1394,1,Pearl 66,,20240515,12.6,,5,0.83,0.83,0.83,,12.6,,,
20240930,114,64,H08,"1410,1,,20240515",1410,1,15.103-37,,20240515,9.4,,5,0.67,0.67,0.67,,9.4,,,
20240930,115,65,A09,"1032,1,19C199P016,20240515",1032,1,19C199P016,19C199P016,20240515,8.9,,5,0.74,0.74,0.74,,8.9,,,
20240930,116,66,B09,"1178,1,18C430P006,20240515",1178,1,18C430P006,18C430P006,20240515,7.9,,5,0.77,0.77,0.77,,7.9,,,
20240930,117,67,C09,"1278,1,11C153P002,20240515",1278,1,11C153P002,11C153P002,20240515,9.4,,5,0.74,0.74,0.74,,9.4,,,
20240930,118,68,D09,"1113,1,12C147P002,20240515",1113,1,12C147P002,12C147P002,20240515,7.7,,5,0.82,0.82,0.82,,7.7,,,
20240930,119,69,E09,"1035,1,19C206P005,20240515",1035,1,19C206P005,19C206P005,20240515,9.2,,5,0.57,0.57,0.57,,9.2,,,
20240930,120,70,F09,"1121,1,11C195P003,20240515",1121,1,11C195P003,11C195P003,20240515,7.5,,5,0.64,0.64,0.64,,7.5,,,
20240930,121,71,G09,"1115,1,12C169P003,20240515",1115,1,12C169P003,12C169P003,20240515,8.8,,5,0.74,0.74,0.74,,8.8,,,
20240930,122,72,H09,"1097,1,17C224P011,20240515",1097,1,17C224P011,17C224P011,20240515,6.6,,5,0.66,0.66,0.66,,6.6,,,
20240930,123,73,A10,"1344,1,Freja,20240515",1344,1,PI551628,Freja,20240515,7,,5,0.81,0.81,0.81,,7,,,
20240930,124,74,B10,"1041,1,20B258P030,20240515",1041,1,20B258P030,20B258P030,20240515,10.8,,5,0.72,0.72,0.72,,10.8,,,
20240930,125,75,C10,"1017,1,19B033P006,20240515",1017,1,19B033P006,19B033P006,20240515,8.2,,5,0.53,0.53,0.53,,8.2,,,
20240930,126,76,D10,"1079,1,19B022P035,20240515",1079,1,19B022P035,19B022P035,20240515,9.6,,5,0.81,0.81,0.81,,9.6,,,
20240930,127,77,E10,"1065,1,20C481P052,20240515",1065,1,20C481P052,20C481P052,20240515,8.3,,5,0.7,0.7,0.7,,8.3,,,
20240930,128,78,F10,"1030,1,19C190P016,20240515",1030,1,19C190P016,19C190P016,20240515,10.8,,5,1.21,1.21,1.21,,10.8,,,
20240930,129,79,G10,"1427,1,,20240515",1427,1,22.82-9,,20240515,9,,5,0.93,0.93,0.93,,9,,,
20240930,130,80,H10,"1122,1,10C024P002,20240515",1122,1,10C024P002,10C024P002,20240515,8,,5,0.79,0.79,0.79,,8,,,
20241001,131,1,A01,"1425,1,,20240515",1425,1,21.66-10,,20240515,8.9,AM Run,5,1.03,1.03,1.03,,8.9,,,
20241001,132,2,B01,"1107,1,12C100P002,20240515",1107,1,12C100P002,12C100P002,20240515,10.1,AM Run,5,0.82,0.82,0.82,,10.1,,,
20241001,133,3,C01,"1102,1,16C108P060,20240515",1102,1,16C108P060,16C108P060,20240515,10.5,AM Run,5,0.6,0.6,0.6,,10.5,,,
20241001,134,4,D01,"1313,1,Santana,20240515",1313,1,77C036P604,Santana,20240515,11.4,AM Run,5,1.01,1.01,1.01,,11.4,,,
20241001,135,5,E01,"1234,1,20C926P022,20240515",1234,1,20C926P022,20C926P022,20240515,9.6,AM Run,5,0.61,0.61,0.61,,9.6,,,
20241001,136,6,F01,"1012,1,Portola,20240515",1012,1,01C206P005,Portola,20240515,10.2,AM Run,5,0.59,0.59,0.59,,10.2,,,
20241001,137,7,G01,"1127,1,05C197P002,20240515",1127,1,05C197P002,05C197P002,20240515,10.8,AM Run,5,0.87,0.87,0.87,,10.8,,,
20241001,138,8,H01,"1098,1,17C286P666,20240515",1098,1,17C286P666,17C286P666,20240515,8.8,AM Run,5,0.64,0.64,0.64,,8.8,,,
20241001,139,9,A02,"1099,1,17C310P031,20240515",1099,1,17C310P031,17C310P031,20240515,10.3,AM Run,5,0.72,0.72,0.72,,10.3,,,
20241001,140,10,B02,"1019,1,19B051P016,20240515",1019,1,19B051P016,19B051P016,20240515,9.1,AM Run,5,0.78,0.78,0.78,,9.1,,,
20241001,141,11,C02,"1426,1,,20240515",1426,1,21.99-20,,20240515,9.6,AM Run,5,0.78,0.78,0.78,,9.6,,,
20241001,142,12,D02,"1232,1,20C511P007,20240515",1232,1,20C511P007,20C511P007,20240515,9.8,AM Run,5,0.71,0.71,0.71,,9.8,,,
20241001,143,13,E02,"1045,1,20B316P005,20240515",1045,1,20B316P005,20B316P005,20240515,7.1,AM Run,5,0.92,0.92,0.92,,7.1,,,
20241001,144,14,F02,"1156,1,72C271P105,20240515",1156,1,72C271P105,72C271P105,20240515,8.9,AM Run,5,0.77,0.77,0.77,,8.9,,,
20241001,145,15,G02,"1015,1,18C492P734,20240515",1015,1,18C492P734,18C492P734,20240515,10,AM Run,5,0.92,0.92,0.92,,10,,,
20241001,146,16,H02,"1353,1,Solana,20240515",1353,1,35C093P011,Solana,20240515,11.5,AM Run,5,0.89,0.89,0.89,,11.5,,,
20241001,147,17,A03,"1409,1,,20240515",1409,1,14.61-80,,20240515,9.2,AM Run,5,0.84,0.84,0.84,,9.2,,,
20241001,148,18,B03,"1018,1,19B034P013,20240515",1018,1,19B034P013,19B034P013,20240515,7.2,AM Run,5,0.91,0.91,0.91,,7.2,,,
20241001,149,19,C03,"1101,1,16C001P021,20240515",1101,1,16C001P021,16C001P021,20240515,8.3,AM Run,5,0.72,0.72,0.72,,8.3,,,
20241001,150,20,D03,"1160,1,65C065P601,20240515",1160,1,65C065P601,65C065P601,20240515,9,AM Run,5,0.9,0.9,0.9,,9,,,
20241001,151,21,E03,"1128,1,03C102P002,20240515",1128,1,03C102P002,03C102P002,20240515,9.6,AM Run,5,0.76,0.76,0.76,,9.6,,,
20241001,152,22,F03,"1135,1,93C226P002,20240515",1135,1,93C226P002,93C226P002,20240515,11.5,AM Run,5,0.53,0.53,0.53,,11.5,,,
20241001,153,23,G03,unknown_from_20240515,unknown_from_20240515,,#N/A,,20240515,11.6,AM Run,5,1.13,1.13,1.13,,11.6,,,
20241001,154,24,H03,"1016,1,19B022P019,20240515",1016,1,19B022P019,19B022P019,20240515,10.5,AM Run,5,0.93,0.93,0.93,,10.5,,,
20241001,155,25,A04,"1104,1,12C070P602,20240515",1104,1,12C070P602,12C070P602,20240515,8.5,AM Run,5,0.66,0.66,0.66,,8.5,,,
20241001,156,26,B04,"1407,1,,20240515",1407,1,12.110-15,,20240515,9.4,AM Run,5,0.59,0.59,0.59,,9.4,,,
20241001,157,27,C04,"1300,1,Camino_Real,20240515",1300,1,94C003P011,Camino_Real,20240515,8.4,AM Run,5,0.72,0.72,0.72,,8.4,,,
20241001,158,28,D04,"1129,1,01C080P602,20240515",1129,1,01C080P602,01C080P602,20240515,9.3,AM Run,5,0.76,0.76,0.76,,9.3,,,
20241001,159,29,E04,"1159,1,Primella,20240515",1159,1,PI551422,Primella,20240515,13.3,AM Run,5,0.66,0.66,0.66,,13.3,,,
20241001,160,30,F04,"1332,1,61S018P030 ,20240515",1332,1,61S018P030,61S018P030,20240515,12.3,AM Run,5,0.62,0.62,0.62,,12.3,,,
20241001,161,31,G04,"1046,1,20B316P013,20240515",1046,1,20B316P013,20B316P013,20240515,9.3,AM Run,5,0.75,0.75,0.75,,9.3,,,
20241001,162,32,H04,"1108,1,12C104P004,20240515",1108,1,12C104P004,12C104P004,20240515,9.6,AM Run,5,0.8,0.8,0.8,,9.6,,,
20241001,163,33,A05,"1100,1,17C321P015,20240515",1100,1,17C321P015,17C321P015,20240515,9.3,AM Run,5,0.84,0.84,0.84,,9.3,,,
20241001,164,34,B05,"1134,1,93C226P001,20240515",1134,1,93C226P001,93C226P001,20240515,6.7,AM Run,5,0.84,0.84,0.84,,6.7,,,
20241001,165,35,C05,"1103,1,Cabrillo,20240515",1103,1,08C181P001,Cabrillo,20240515,11.1,AM Run,5,0.66,0.66,0.66,,11.1,,,
20241001,166,36,D05,"1131,1,97C085P006,20240515",1131,1,97C085P006,97C085P006,20240515,8.6,AM Run,5,0.77,0.77,0.77,,8.6,,,
20241001,167,37,E05,"1343,1,Sparkle,20240515",1343,1,PI551559,Sparkle,20240515,11.7,AM Run,5,0.9,0.9,0.9,,11.7,,,
20241001,168,38,F05,"1014,1,Albion,20240515",1014,1,97C117P003,Albion,20240515,8.6,AM Run,5,0.87,0.87,0.87,,8.6,,,
20241001,169,39,G05,"1154,1,Mrak,20240515",1154,1,75C034P105,Mrak,20240515,9.1,AM Run,5,0.72,0.72,0.72,,9.1,,,
20241001,170,40,H05,"1304,1,Camarosa,20240515",1304,1,88C024P603,Camarosa,20240515,9.9,AM Run,5,0.66,0.66,0.66,,9.9,,,
20241001,171,41,A06,"2058,2,Sunset,20240516",2058,2,85C022P001,Sunset,20240516,9.4,AM Run,5,0.73,0.73,0.73,,9.4,,,
20241001,172,42,B06,"2062,2,Howard_17,20240516",2062,2,PI551593,Howard_17,20240516,11.7,AM Run,5,0.78,0.78,0.78,,11.7,,,
20241001,173,43,C06,"2053,2,Lassen,20240516",2053,2,36C003P001,Lassen,20240516,7.8,AM Run,5,0.88,0.88,0.88,,7.8,,,
20241001,174,44,D06,"2049,2,Madame_Moutot,20240516",2049,2,PI551632,Madame_Moutot,20240516,9.2,AM Run,5,0.91,0.91,0.91,,9.2,,,
20241001,175,45,E06,"2057,2,19C180P024,20240516",2057,2,19C180P024,19C180P024,20240516,9.3,AM Run,5,0.7,0.7,0.7,,9.3,,,
20241001,176,46,F06,"2052,2,20B239P017,20240516",2052,2,20B239P017,20B239P017,20240516,12.2,AM Run,5,0.87,0.87,0.87,,12.2,,,
20241001,177,47,G06,"2042,2,18C889P804,20240516",2042,2,18C889P804,18C889P804,20240516,9.2,AM Run,5,1.12,1.12,1.12,,9.2,,,
