Disease,DatePictureTaken,TrayID,Position,Score,Ryzopus,HarvestDate,BerryLoc,HarvestPeriod,Entry,Block
N,20240519,N062,14,5,NA,20240515,5,Harvest1,57C004P001,1
N,20240519,N062,15,4,NA,20240515,5,Harvest1,57C004P001,1
N,20240519,N062,16,2,NA,20240515,6,Harvest1,20B288P103,1
N,20240519,N062,17,1,NA,20240515,6,Harvest1,20B288P103,1
N,20240519,N062,19,3,NA,20240515,7,Harvest1,12C098P001,1
N,20240519,N062,20,4,NA,20240515,7,Harvest1,12C098P001,1
N,20240519,N062,21,3,NA,20240515,7,Harvest1,12C098P001,1
N,20240519,N062,22,5,1,20240515,8,Harvest1,17C321P015,1
N,20240519,N062,23,5,1,20240515,8,Harvest1,17C321P015,1
N,20240519,N062,25,2,NA,20240515,9,Harvest1,17C137P611,1
N,20240519,N062,26,5,NA,20240515,9,Harvest1,17C137P611,1
N,20240519,N062,27,5,NA,20240515,9,Harvest1,17C137P611,1
N,20240519,N062,28,3,NA,20240515,10,Harvest1,08C181P001,1
N,20240519,N062,29,4,NA,20240515,10,Harvest1,08C181P001,1
N,20240519,N059,1,4,NA,20240515,1,Harvest1,12C070P602,1
N,20240519,N059,2,2,1,20240515,1,Harvest1,12C070P602,1
N,20240519,N059,4,1,NA,20240515,2,Harvest1,17C310P031,1
N,20240519,N059,5,1,NA,20240515,2,Harvest1,17C310P031,1
N,20240519,N059,6,2,NA,20240515,2,Harvest1,17C310P031,1
N,20240519,N059,7,2,1,20240515,3,Harvest1,16C108P060,1
N,20240519,N059,8,1,NA,20240515,3,Harvest1,16C108P060,1
N,20240519,N059,9,3,1,20240515,3,Harvest1,16C108P060,1
N,20240519,N059,10,1,1,20240515,4,Harvest1,53C009P002,1
N,20240519,N059,13,3,NA,20240515,5,Harvest1,16C001P021,1
N,20240519,N059,14,4,NA,20240515,5,Harvest1,16C001P021,1
N,20240519,N059,15,5,NA,20240515,5,Harvest1,16C001P021,1
N,20240519,N059,17,2,NA,20240515,6,Harvest1,20B316P013,1
N,20240519,N059,18,2,NA,20240515,6,Harvest1,20B316P013,1
N,20240519,N059,19,2,NA,20240515,7,Harvest1,20B316P005,1
N,20240519,N059,20,1,NA,20240515,7,Harvest1,20B316P005,1
N,20240519,N059,22,3,NA,20240515,8,Harvest1,20B330P070,1
N,20240519,N059,25,4,NA,20240515,9,Harvest1,01C206P005,1
N,20240519,N059,28,1,NA,20240515,10,Harvest1,18C492P734,1
N,20240519,N059,29,2,NA,20240515,10,Harvest1,18C492P734,1
N,20240519,N059,30,2,NA,20240515,10,Harvest1,18C492P734,1
N,20240519,N028,2,2,1,20240515,1,Harvest1,09C103P002,1
N,20240519,N028,3,5,1,20240515,1,Harvest1,09C103P002,1
N,20240519,N028,10,3,1,20240515,4,Harvest1,PI270464,1
N,20240519,N028,13,1,NA,20240515,5,Harvest1,20C436P035,1
N,20240519,N028,14,3,1,20240515,5,Harvest1,20C436P035,1
N,20240519,N028,15,2,NA,20240515,5,Harvest1,20C436P035,1
N,20240519,N028,16,4,NA,20240515,6,Harvest1,11C055P004,1
N,20240519,N028,20,3,NA,20240515,7,Harvest1,12C072P606,1
N,20240519,N028,21,2,NA,20240515,7,Harvest1,12C072P606,1
N,20240519,N028,22,2,NA,20240515,8,Harvest1,12C143P001,1
N,20240519,N028,23,1,1,20240515,8,Harvest1,12C143P001,1
N,20240519,N028,24,2,NA,20240515,8,Harvest1,12C143P001,1
N,20240519,N028,26,2,NA,20240515,9,Harvest1,11C153P002,1
N,20240519,N028,27,3,NA,20240515,9,Harvest1,11C153P002,1
N,20240519,N028,28,1,NA,20240515,10,Harvest1,18C430P006,1
N,20240519,N028,29,2,NA,20240515,10,Harvest1,18C430P006,1
N,20240519,N053,1,1,NA,20240515,1,Harvest1,17C138P021,1
N,20240519,N053,2,2,NA,20240515,1,Harvest1,17C138P021,1
N,20240519,N053,3,1,NA,20240515,1,Harvest1,17C138P021,1
N,20240519,N053,4,2,NA,20240515,2,Harvest1,16C555P053,1
N,20240519,N053,5,2,NA,20240515,2,Harvest1,16C555P053,1
N,20240519,N053,6,2,NA,20240515,2,Harvest1,16C555P053,1
N,20240519,N053,7,3,1,20240515,3,Harvest1,18C889P804,1
N,20240519,N053,8,3,NA,20240515,3,Harvest1,18C889P804,1
N,20240519,N053,9,2,NA,20240515,3,Harvest1,18C889P804,1
N,20240519,N053,10,1,NA,20240515,4,Harvest1,12C014P001,1
N,20240519,N053,13,2,NA,20240515,5,Harvest1,12C089P002,1
N,20240519,N053,14,4,1,20240515,5,Harvest1,12C089P002,1
N,20240519,N053,15,5,1,20240515,5,Harvest1,12C089P002,1
N,20240519,N053,17,1,1,20240515,6,Harvest1,12C024P614,1
N,20240519,N053,19,1,NA,20240515,7,Harvest1,11C020P001,1
N,20240519,N053,20,2,1,20240515,7,Harvest1,11C020P001,1
N,20240519,N053,25,2,NA,20240515,9,Harvest1,PI551569,1
N,20240519,N037,5,4,NA,20240515,2,Harvest1,11C115P003,1
N,20240519,N037,8,5,1,20240515,3,Harvest1,PI551593,1
N,20240519,N037,14,1,NA,20240515,5,Harvest1,PI551630,1
N,20240519,N037,15,1,NA,20240515,5,Harvest1,PI551630,1
N,20240519,N037,16,3,NA,20240515,6,Harvest1,19C202P009,1
N,20240519,N037,17,5,NA,20240515,6,Harvest1,19C202P009,1
N,20240519,N037,18,3,NA,20240515,6,Harvest1,19C202P009,1
N,20240519,N037,19,3,NA,20240515,7,Harvest1,19C121P001,1
N,20240519,N037,20,2,NA,20240515,7,Harvest1,19C121P001,1
N,20240519,N037,21,3,NA,20240515,7,Harvest1,19C121P001,1
N,20240519,N037,22,3,NA,20240515,8,Harvest1,19C119P010,1
N,20240519,N037,23,2,NA,20240515,8,Harvest1,19C119P010,1
N,20240519,N037,24,2,NA,20240515,8,Harvest1,19C119P010,1
N,20240519,N037,25,2,NA,20240515,9,Harvest1,19B014P015,1
N,20240519,N037,26,3,NA,20240515,9,Harvest1,19B014P015,1
N,20240519,N037,27,4,NA,20240515,9,Harvest1,19B014P015,1
N,20240519,N037,28,3,NA,20240515,10,Harvest1,07C092P003,1
N,20240519,N037,29,1,NA,20240515,10,Harvest1,07C092P003,1
N,20240519,N037,30,2,NA,20240515,10,Harvest1,07C092P003,1
N,20240519,N101,1,3,NA,20240515,1,Harvest1,19B063P002,1
N,20240519,N101,2,4,NA,20240515,1,Harvest1,19B063P002,1
N,20240519,N101,3,2,NA,20240515,1,Harvest1,19B063P002,1
N,20240519,N101,4,2,NA,20240515,2,Harvest1,10C127P001,1
N,20240519,N101,5,1,NA,20240515,2,Harvest1,10C127P001,1
N,20240519,N101,6,2,NA,20240515,2,Harvest1,10C127P001,1
N,20240519,N101,7,1,NA,20240515,3,Harvest1,08C128P002,1
N,20240519,N101,8,2,NA,20240515,3,Harvest1,08C128P002,1
N,20240519,N101,9,2,NA,20240515,3,Harvest1,08C128P002,1
N,20240519,N101,10,2,NA,20240515,4,Harvest1,19C186P012,1
N,20240519,N101,13,3,NA,20240515,5,Harvest1,19B052P033,1
N,20240519,N101,15,2,NA,20240515,5,Harvest1,19B052P033,1
N,20240519,N101,16,2,NA,20240515,6,Harvest1,20C481P052,1
N,20240519,N101,17,3,1,20240515,6,Harvest1,20C481P052,1
N,20240519,N101,18,2,NA,20240515,6,Harvest1,20C481P052,1
N,20240519,N101,19,1,NA,20240515,7,Harvest1,20C457P002,1
N,20240519,N101,20,1,NA,20240515,7,Harvest1,20C457P002,1
N,20240519,N101,22,1,NA,20240515,8,Harvest1,11C151P001,1
N,20240519,N101,25,2,NA,20240515,9,Harvest1,11C195P003,1
N,20240519,N101,26,1,NA,20240515,9,Harvest1,11C195P003,1
N,20240519,N084,1,1,NA,20240515,1,Harvest1,97C117P003,1
N,20240519,N084,3,2,NA,20240515,1,Harvest1,97C117P003,1
N,20240519,N084,4,2,NA,20240515,2,Harvest1,19B022P019,1
N,20240519,N084,5,2,1,20240515,2,Harvest1,19B022P019,1
N,20240519,N084,6,1,NA,20240515,2,Harvest1,19B022P019,1
N,20240519,N084,7,2,NA,20240515,3,Harvest1,01C132P003,1
N,20240519,N084,8,1,NA,20240515,3,Harvest1,01C132P003,1
N,20240519,N084,10,2,NA,20240515,4,Harvest1,19B034P013,1
N,20240519,N084,11,2,NA,20240515,4,Harvest1,19B034P013,1
N,20240519,N084,12,2,NA,20240515,4,Harvest1,19B034P013,1
N,20240519,N084,13,2,NA,20240515,5,Harvest1,19B051P016,1
N,20240519,N084,14,2,1,20240515,5,Harvest1,19B051P016,1
N,20240519,N084,16,1,NA,20240515,6,Harvest1,97C086P001,1
N,20240519,N084,17,2,NA,20240515,6,Harvest1,97C086P001,1
N,20240519,N084,19,2,NA,20240515,7,Harvest1,19B033P006,1
N,20240519,N084,20,2,NA,20240515,7,Harvest1,19B033P006,1
N,20240519,N084,21,5,NA,20240515,7,Harvest1,19B033P006,1
N,20240519,N084,22,3,1,20240515,8,Harvest1,05C197P002,1
N,20240519,N084,23,4,NA,20240515,8,Harvest1,05C197P002,1
N,20240519,N084,24,2,1,20240515,8,Harvest1,05C197P002,1
N,20240519,N084,25,1,NA,20240515,9,Harvest1,01C080P602,1
N,20240519,N084,26,2,NA,20240515,9,Harvest1,01C080P602,1
N,20240519,N084,27,1,NA,20240515,9,Harvest1,01C080P602,1
N,20240519,N084,28,3,NA,20240515,10,Harvest1,03C102P002,1
N,20240519,N084,29,2,NA,20240515,10,Harvest1,03C102P002,1
N,20240519,N078,1,1,NA,20240515,1,Harvest1,01C139P002,1
N,20240519,N078,2,2,NA,20240515,1,Harvest1,01C139P002,1
N,20240519,N078,3,1,NA,20240515,1,Harvest1,01C139P002,1
N,20240519,N078,4,1,NA,20240515,2,Harvest1,97C085P006,1
N,20240519,N078,5,2,NA,20240515,2,Harvest1,97C085P006,1
N,20240519,N078,6,1,NA,20240515,2,Harvest1,97C085P006,1
N,20240519,N078,10,3,NA,20240515,4,Harvest1,75C071P105,1
N,20240519,N078,14,3,NA,20240515,5,Harvest1,65C065P601,1
N,20240519,N078,15,4,NA,20240515,5,Harvest1,65C065P601,1
N,20240519,N078,17,5,NA,20240515,6,Harvest1,93C226P001,1
N,20240519,N078,19,1,NA,20240515,7,Harvest1,93C226P002,1
N,20240519,N078,20,1,NA,20240515,7,Harvest1,93C226P002,1
N,20240519,N078,21,1,NA,20240515,7,Harvest1,93C226P002,1
N,20240519,N078,22,2,NA,20240515,8,Harvest1,94C003P011,1
N,20240519,N078,23,3,NA,20240515,8,Harvest1,94C003P011,1
N,20240519,N078,24,1,NA,20240515,8,Harvest1,94C003P011,1
N,20240519,N078,25,2,NA,20240515,9,Harvest1,88C024P603,1
N,20240519,N078,26,1,NA,20240515,9,Harvest1,88C024P603,1
N,20240519,N078,27,1,NA,20240515,9,Harvest1,88C024P603,1
N,20240519,N078,28,2,NA,20240515,10,Harvest1,20B330P092,1
N,20240519,N078,30,2,NA,20240515,10,Harvest1,20B330P092,1
N,20240519,N060,1,2,NA,20240515,1,Harvest1,17C286P666,1
N,20240519,N060,2,2,NA,20240515,1,Harvest1,17C286P666,1
N,20240519,N060,3,2,NA,20240515,1,Harvest1,17C286P666,1
N,20240519,N060,4,1,NA,20240515,2,Harvest1,72C271P105,1
N,20240519,N060,6,1,NA,20240515,2,Harvest1,72C271P105,1
N,20240519,N060,8,2,NA,20240515,3,Harvest1,71C098P605,1
N,20240519,N060,9,3,NA,20240515,3,Harvest1,71C098P605,1
N,20240519,N060,10,4,NA,20240515,4,Harvest1,97C209P001,1
N,20240519,N060,11,5,NA,20240515,4,Harvest1,97C209P001,1
N,20240519,N060,12,3,NA,20240515,4,Harvest1,97C209P001,1
N,20240519,N060,16,1,NA,20240515,6,Harvest1,21.99-20,1
N,20240519,N060,17,1,1,20240515,6,Harvest1,21.99-20,1
N,20240519,N060,19,1,NA,20240515,7,Harvest1,20.49-122,1
N,20240519,N060,20,1,NA,20240515,7,Harvest1,20.49-122,1
N,20240519,N060,21,1,NA,20240515,7,Harvest1,20.49-122,1
N,20240519,N060,25,1,NA,20240515,9,Harvest1,21.66-10,1
N,20240519,N060,26,2,NA,20240515,9,Harvest1,21.66-10,1
N,20240519,N060,27,2,NA,20240515,9,Harvest1,21.66-10,1
N,20240519,N060,28,4,NA,20240515,10,Harvest1,12.110-15,1
N,20240519,N060,30,5,NA,20240515,10,Harvest1,12.110-15,1
N,20240519,N057,5,2,NA,20240515,2,Harvest1,77C084P103,1
N,20240519,N057,6,5,1,20240515,2,Harvest1,77C084P103,1
N,20240519,N057,7,1,NA,20240515,3,Harvest1,77C036P604,1
N,20240519,N057,8,2,NA,20240515,3,Harvest1,77C036P604,1
N,20240519,N057,9,1,NA,20240515,3,Harvest1,77C036P604,1
N,20240519,N057,10,2,NA,20240515,4,Harvest1,14.61-80,1
N,20240519,N057,13,1,NA,20240515,5,Harvest1,12.107-28,1
N,20240519,N057,14,1,NA,20240515,5,Harvest1,12.107-28,1
N,20240519,N057,15,5,NA,20240515,5,Harvest1,12.107-28,1
N,20240519,N057,19,3,1,20240515,7,Harvest1,12.115-10,1
N,20240519,N057,22,3,NA,20240515,8,Harvest1,PI616597,1
N,20240519,N057,23,5,NA,20240515,8,Harvest1,PI616597,1
N,20240519,N057,24,3,NA,20240515,8,Harvest1,PI616597,1
N,20240519,N057,25,5,NA,20240515,9,Harvest1,89C206P002,1
N,20240519,N057,28,2,NA,20240515,10,Harvest1,15.103-37,1
N,20240519,N057,29,4,NA,20240515,10,Harvest1,15.103-37,1
N,20240519,N057,30,1,NA,20240515,10,Harvest1,15.103-37,1
N,20240519,N014,3,3,NA,20240515,1,Harvest1,19B032P031,1
N,20240519,N014,6,4,NA,20240515,2,Harvest1,PI270471,1
N,20240519,N014,10,1,NA,20240515,4,Harvest1,19B022P035,1
N,20240519,N014,14,3,NA,20240515,5,Harvest1,PI551421,1
N,20240519,N014,15,2,NA,20240515,5,Harvest1,PI551421,1
N,20240519,N014,21,3,1,20240515,7,Harvest1,PI551632,1
N,20240519,N014,23,1,NA,20240515,8,Harvest1,56S115P011,1
N,20240519,N014,24,3,1,20240515,8,Harvest1,56S115P011,1
N,20240519,N014,26,3,1,20240515,9,Harvest1,19B063P023,1
N,20240519,N023,1,2,NA,20240515,1,Harvest1,19C174P009,1
N,20240519,N023,2,2,NA,20240515,1,Harvest1,19C174P009,1
N,20240519,N023,7,5,NA,20240515,3,Harvest1,PI551652,1
N,20240519,N023,9,3,NA,20240515,3,Harvest1,PI551652,1
N,20240519,N023,11,5,1,20240515,4,Harvest1,PI637960,1
N,20240519,N023,12,4,1,20240515,4,Harvest1,PI637960,1
N,20240519,N023,13,4,NA,20240515,5,Harvest1,21.66-2,1
N,20240519,N023,14,5,NA,20240515,5,Harvest1,21.66-2,1
N,20240519,N023,15,4,NA,20240515,5,Harvest1,21.66-2,1
N,20240519,N023,17,1,1,20240515,6,Harvest1,96C042P601,1
N,20240519,N023,18,2,NA,20240515,6,Harvest1,96C042P601,1
N,20240519,N023,19,1,NA,20240515,7,Harvest1,20B241P045,1
N,20240519,N023,20,1,NA,20240515,7,Harvest1,20B241P045,1
N,20240519,N038,5,5,NA,20240515,2,Harvest1,18.5-61,1
N,20240519,N038,6,2,NA,20240515,2,Harvest1,18.5-61,1
N,20240519,N038,9,3,1,20240515,3,Harvest1,18.57-36,1
N,20240519,N038,10,2,NA,20240515,4,Harvest1,18.56-4,1
N,20240519,N038,11,2,NA,20240515,4,Harvest1,18.56-4,1
N,20240519,N038,13,4,NA,20240515,5,Harvest1,18.13-109,1
N,20240519,N038,14,5,NA,20240515,5,Harvest1,18.13-109,1
N,20240519,N038,15,4,NA,20240515,5,Harvest1,18.13-109,1
N,20240519,N038,17,2,NA,20240515,6,Harvest1,17C224P011,1
N,20240519,N038,18,2,NA,20240515,6,Harvest1,17C224P011,1
N,20240519,N038,19,2,NA,20240515,7,Harvest1,20B345P023,1
N,20240519,N038,20,1,NA,20240515,7,Harvest1,20B345P023,1
N,20240519,N038,22,3,1,20240515,8,Harvest1,17C142P063,1
N,20240519,N038,23,2,NA,20240515,8,Harvest1,17C142P063,1
N,20240519,N038,24,2,NA,20240515,8,Harvest1,17C142P063,1
N,20240519,N038,25,5,NA,20240515,9,Harvest1,17C144P005,1
N,20240519,N038,26,5,NA,20240515,9,Harvest1,17C144P005,1
N,20240519,N038,27,5,1,20240515,9,Harvest1,17C144P005,1
N,20240519,N038,28,3,NA,20240515,10,Harvest1,88C070P613,1
N,20240519,N038,29,3,NA,20240515,10,Harvest1,88C070P613,1
N,20240519,N032,1,5,1,20240515,1,Harvest1,PI664321,1
N,20240519,N032,10,4,NA,20240515,4,Harvest1,12C104P004,1
N,20240519,N032,11,5,1,20240515,4,Harvest1,12C104P004,1
N,20240519,N032,12,3,NA,20240515,4,Harvest1,12C104P004,1
N,20240519,N032,13,2,NA,20240515,5,Harvest1,12C082P602,1
N,20240519,N032,14,2,1,20240515,5,Harvest1,12C082P602,1
N,20240519,N032,16,4,NA,20240515,6,Harvest1,12C115P005,1
N,20240519,N032,17,5,NA,20240515,6,Harvest1,12C115P005,1
N,20240519,N032,19,3,NA,20240515,7,Harvest1,19C206P005,1
N,20240519,N032,20,3,NA,20240515,7,Harvest1,19C206P005,1
N,20240519,N032,23,2,NA,20240515,8,Harvest1,20B251P029,1
N,20240519,N032,25,1,NA,20240515,9,Harvest1,20B250P010,1
N,20240519,N032,26,2,NA,20240515,9,Harvest1,20B250P010,1
N,20240519,N032,27,2,NA,20240515,9,Harvest1,20B250P010,1
N,20240519,N032,29,4,NA,20240515,10,Harvest1,20B250P145,1
N,20240519,N123,2,3,NA,20240515,1,Harvest1,PI616778,1
N,20240519,N123,3,2,NA,20240515,1,Harvest1,PI616778,1
N,20240519,N123,4,5,NA,20240515,2,Harvest1,11.128-8,1
N,20240519,N123,5,5,1,20240515,2,Harvest1,11.128-8,1
N,20240519,N123,7,3,NA,20240515,3,Harvest1,PI551501,1
N,20240519,N123,9,3,NA,20240515,3,Harvest1,PI551501,1
N,20240519,N123,10,4,NA,20240515,4,Harvest1,11.134-27,1
N,20240519,N123,16,5,NA,20240515,6,Harvest1,Florida127 Sensation®,1
N,20240519,N123,17,5,NA,20240515,6,Harvest1,Florida127 Sensation®,1
N,20240519,N123,22,2,NA,20240515,8,Harvest1,12.101-18,1
N,20240519,N123,23,3,NA,20240515,8,Harvest1,12.101-18,1
N,20240519,N123,24,2,NA,20240515,8,Harvest1,12.101-18,1
N,20240519,N123,25,4,1,20240515,9,Harvest1,PI551436,1
N,20240519,N123,26,3,NA,20240515,9,Harvest1,PI551436,1
N,20240519,N123,27,4,1,20240515,9,Harvest1,PI551436,1
N,20240519,N123,28,2,NA,20240515,10,Harvest1,17C222P674,1
N,20240519,N123,29,2,NA,20240515,10,Harvest1,17C222P674,1
N,20240519,N123,30,1,NA,20240515,10,Harvest1,17C222P674,1
N,20240519,N074,1,1,NA,20240515,1,Harvest1,12.105-54,1
N,20240519,N074,2,3,NA,20240515,1,Harvest1,12.105-54,1
N,20240519,N074,3,2,NA,20240515,1,Harvest1,12.105-54,1
N,20240519,N074,7,2,NA,20240515,3,Harvest1,PI551862,1
N,20240519,N074,8,5,NA,20240515,3,Harvest1,PI551862,1
N,20240519,N074,9,4,NA,20240515,3,Harvest1,PI551862,1
N,20240519,N074,13,1,NA,20240515,5,Harvest1,63C120P001,1
N,20240519,N074,14,2,NA,20240515,5,Harvest1,63C120P001,1
N,20240519,N074,15,2,NA,20240515,5,Harvest1,63C120P001,1
N,20240519,N074,16,2,NA,20240515,6,Harvest1,12.101-59,1
N,20240519,N074,17,1,NA,20240515,6,Harvest1,12.101-59,1
N,20240519,N074,18,1,NA,20240515,6,Harvest1,12.101-59,1
N,20240519,N074,19,2,NA,20240515,7,Harvest1,12.102-51,1
N,20240519,N074,20,3,NA,20240515,7,Harvest1,12.102-51,1
N,20240519,N074,21,2,NA,20240515,7,Harvest1,12.102-51,1
N,20240519,N074,22,3,NA,20240515,8,Harvest1,PI551481,1
N,20240519,N074,23,5,NA,20240515,8,Harvest1,PI551481,1
N,20240519,N074,24,2,NA,20240515,8,Harvest1,PI551481,1
N,20240519,N074,25,3,NA,20240515,9,Harvest1,MaradesBois,1
N,20240519,N074,26,1,NA,20240515,9,Harvest1,MaradesBois,1
N,20240519,N074,27,2,NA,20240515,9,Harvest1,MaradesBois,1
N,20240519,N074,28,3,NA,20240515,10,Harvest1,Brilliance,1
N,20240519,N074,29,2,NA,20240515,10,Harvest1,Brilliance,1
N,20240519,N074,30,3,NA,20240515,10,Harvest1,Brilliance,1
N,20240519,N021,3,1,NA,20240515,1,Harvest1,19B051P036,1
N,20240519,N021,4,1,NA,20240515,2,Harvest1,19B063P094,1
N,20240519,N021,5,1,NA,20240515,2,Harvest1,19B063P094,1
N,20240519,N021,10,2,NA,20240515,4,Harvest1,18B004P007,1
N,20240519,N021,11,2,1,20240515,4,Harvest1,18B004P007,1
N,20240519,N021,15,3,NA,20240515,5,Harvest1,20B315P023,1
N,20240519,N021,16,2,NA,20240515,6,Harvest1,20B338P040,1
N,20240519,N021,17,2,NA,20240515,6,Harvest1,20B338P040,1
N,20240519,N021,19,2,NA,20240515,7,Harvest1,20B345P016,1
N,20240519,N021,21,1,NA,20240515,7,Harvest1,20B345P016,1
N,20240519,N021,22,2,NA,20240515,8,Harvest1,20B239P006,1
N,20240519,N021,23,2,NA,20240515,8,Harvest1,20B239P006,1
N,20240519,N021,25,1,NA,20240515,9,Harvest1,20B251P105,1
N,20240519,N021,26,1,NA,20240515,9,Harvest1,20B251P105,1
N,20240519,N021,27,1,NA,20240515,9,Harvest1,20B251P105,1
N,20240519,N021,28,1,NA,20240515,10,Harvest1,20B263P047,1
N,20240519,N021,29,1,NA,20240515,10,Harvest1,20B263P047,1
N,20240519,N024,1,2,NA,20240515,1,Harvest1,20B263P120,1
N,20240519,N024,2,3,1,20240515,1,Harvest1,20B263P120,1
N,20240519,N024,3,2,1,20240515,1,Harvest1,20B263P120,1
N,20240519,N024,4,3,NA,20240515,2,Harvest1,20B341P013,1
N,20240519,N024,5,3,NA,20240515,2,Harvest1,20B341P013,1
N,20240519,N024,6,4,NA,20240515,2,Harvest1,20B341P013,1
N,20240519,N024,7,5,NA,20240515,3,Harvest1,18B104P002,1
N,20240519,N024,9,5,1,20240515,3,Harvest1,18B104P002,1
N,20240519,N024,10,2,NA,20240515,4,Harvest1,20C495P007,1
N,20240519,N024,11,1,NA,20240515,4,Harvest1,20C495P007,1
N,20240519,N024,12,2,NA,20240515,4,Harvest1,20C495P007,1
N,20240519,N024,13,2,NA,20240515,5,Harvest1,20B304P033,1
N,20240519,N024,15,2,1,20240515,5,Harvest1,20B304P033,1
N,20240519,N024,16,3,NA,20240515,6,Harvest1,20B334P091,1
N,20240519,N024,17,2,NA,20240515,6,Harvest1,20B334P091,1
N,20240519,N024,19,1,NA,20240515,7,Harvest1,20B284P094,1
N,20240519,N024,20,2,1,20240515,7,Harvest1,20B284P094,1
N,20240519,N024,23,3,NA,20240515,8,Harvest1,17.40-176,1
N,20240519,N024,25,1,NA,20240515,9,Harvest1,17.72-89,1
N,20240519,N024,26,2,NA,20240515,9,Harvest1,17.72-89,1
N,20240519,N024,29,5,1,20240515,10,Harvest1,PI551946,1
N,20240519,N024,30,1,NA,20240515,10,Harvest1,PI551946,1
N,20240519,N076,1,2,NA,20240515,1,Harvest1,18B210P001,1
N,20240519,N076,2,2,NA,20240515,1,Harvest1,18B210P001,1
N,20240519,N076,3,3,NA,20240515,1,Harvest1,18B210P001,1
N,20240519,N076,4,2,NA,20240515,2,Harvest1,18C340P029,1
N,20240519,N076,5,2,NA,20240515,2,Harvest1,18C340P029,1
N,20240519,N076,6,1,NA,20240515,2,Harvest1,18C340P029,1
N,20240519,N076,7,3,NA,20240515,3,Harvest1,20C424P024,1
N,20240519,N076,8,2,NA,20240515,3,Harvest1,20C424P024,1
N,20240519,N076,9,2,NA,20240515,3,Harvest1,20C424P024,1
N,20240519,N076,10,2,NA,20240515,4,Harvest1,19C198P003,1
N,20240519,N076,12,1,NA,20240515,4,Harvest1,19C198P003,1
